latitude,longitude,bright_ti4,frp,confidence,datetime
-34.01147,115.52522,367.0,239.1,high,2024-01-17 06:20:00
-34.01421,115.51035,367.0,25.92,high,2024-01-17 06:20:00
-34.01513,115.50537,367.0,25.92,high,2024-01-17 06:20:00
-34.01604,115.50041,367.0,30.86,high,2024-01-17 06:20:00
-34.00778,115.54523,342.6,13.52,nominal,2024-01-17 06:20:00
-34.0133,115.5153,352.82,65.87,nominal,2024-01-17 06:20:00
-34.01696,115.49545,356.61,30.86,nominal,2024-01-17 06:20:00
-34.01786,115.49055,353.71,24.71,nominal,2024-01-17 06:20:00
-34.00963,115.53522,367.0,0.0,low,2024-01-17 06:20:00
-34.01055,115.53022,367.0,239.1,low,2024-01-17 06:20:00
-34.01239,115.52023,367.0,65.87,low,2024-01-17 06:20:00
-34.00512,115.53923,367.0,373.69,high,2024-01-17 06:20:00
-34.00605,115.53422,367.0,373.69,high,2024-01-17 06:20:00
-34.00697,115.52922,367.0,203.66,high,2024-01-17 06:20:00
-34.00789,115.52425,367.0,203.66,high,2024-01-17 06:20:00
-34.01155,115.5044,367.0,23.46,high,2024-01-17 06:20:00
-21.58112,120.23108,345.76,22.43,nominal,2024-01-17 06:22:00
-21.58006,120.23567,356.55,17.92,low,2024-01-17 06:22:00
-21.57206,120.24324,349.97,17.46,nominal,2024-01-17 06:22:00
-21.57313,120.23862,335.49,8.62,nominal,2024-01-17 06:22:00
-21.56723,120.23701,340.26,8.62,nominal,2024-01-17 06:22:00
-21.54729,120.24197,341.14,15.22,nominal,2024-01-17 06:22:00
-21.54948,120.23251,354.21,29.64,nominal,2024-01-17 06:22:00
-21.54838,120.23726,356.76,15.22,low,2024-01-17 06:22:00
-21.54138,120.2404,349.19,15.22,nominal,2024-01-17 06:22:00
-21.54248,120.23564,347.7,15.22,nominal,2024-01-17 06:22:00
-21.54027,120.24516,356.95,18.84,low,2024-01-17 06:22:00
-21.53548,120.23878,334.87,8.64,nominal,2024-01-17 06:22:00
-21.68387,121.70802,331.64,2.39,nominal,2024-01-17 06:22:00
-21.68811,121.69079,342.55,9.31,nominal,2024-01-17 06:22:00
-21.68953,121.68507,354.08,9.31,nominal,2024-01-17 06:22:00
-21.69094,121.67933,338.65,40.06,nominal,2024-01-17 06:22:00
-21.69376,121.66787,350.86,196.35,nominal,2024-01-17 06:22:00
-21.86878,120.94978,339.65,7.29,nominal,2024-01-17 06:22:00
-21.69517,121.66217,207.38,196.35,low,2024-01-17 06:22:00
-21.9059,120.96246,339.38,12.09,nominal,2024-01-17 06:22:00
-21.67798,121.90311,367.0,18.74,high,2024-01-17 06:22:00
-21.57902,120.24023,338.47,17.92,nominal,2024-01-17 06:22:00
-21.66162,121.94274,367.0,27.44,high,2024-01-17 06:22:00
-21.66303,121.93685,346.44,21.12,nominal,2024-01-17 06:22:00
-21.66586,121.92501,332.59,9.22,nominal,2024-01-17 06:22:00
-21.6687,121.91317,336.21,8.42,nominal,2024-01-17 06:22:00
-21.88905,120.97907,342.04,10.21,nominal,2024-01-17 06:22:00
-21.89026,120.97385,341.33,12.78,nominal,2024-01-17 06:22:00
-22.70289,117.21028,347.01,46.77,nominal,2024-01-17 06:22:00
-21.69611,121.68414,367.0,14.88,high,2024-01-17 06:22:00
-21.69748,121.67838,341.89,14.88,nominal,2024-01-17 06:22:00
-21.70023,121.6669,337.35,140.41,nominal,2024-01-17 06:22:00
-21.86934,120.95216,337.27,5.78,nominal,2024-01-17 06:22:00
-21.69249,121.67088,367.0,140.41,high,2024-01-17 06:22:00
-21.68421,121.70542,331.22,4.32,nominal,2024-01-17 06:22:00
-21.68835,121.68816,343.86,20.36,nominal,2024-01-17 06:22:00
-21.68973,121.6824,341.23,14.88,nominal,2024-01-17 06:22:00
-21.69111,121.67662,339.14,14.88,nominal,2024-01-17 06:22:00
-21.69524,121.65941,333.48,75.05,nominal,2024-01-17 06:22:00
-22.69328,117.20764,350.66,267.54,nominal,2024-01-17 06:22:00
-21.69386,121.66515,207.38,140.41,low,2024-01-17 06:22:00
-21.68474,121.67487,367.0,38.66,high,2024-01-17 06:22:00
-21.68612,121.6691,349.46,95.03,nominal,2024-01-17 06:22:00
-22.68723,117.2123,346.83,22.79,nominal,2024-01-17 06:22:00
-21.677,121.67883,367.0,38.66,high,2024-01-17 06:22:00
-21.67838,121.67307,367.0,38.66,high,2024-01-17 06:22:00
-21.67562,121.68457,338.6,24.06,nominal,2024-01-17 06:22:00
-21.59774,121.8933,367.0,22.5,high,2024-01-17 06:22:00
-21.59128,121.89152,356.67,8.42,nominal,2024-01-17 06:22:00
-21.59272,121.88561,340.91,8.42,nominal,2024-01-17 06:22:00
-22.50363,117.22601,347.96,68.23,nominal,2024-01-17 06:22:00
-22.4988,117.22471,349.6,68.23,nominal,2024-01-17 06:22:00
-22.50005,117.21887,340.97,68.23,nominal,2024-01-17 06:22:00
-22.49899,117.20007,347.86,18.24,nominal,2024-01-17 06:22:00
-22.48349,117.18916,337.75,9.88,nominal,2024-01-17 06:22:00
-22.47499,117.20548,355.02,96.59,nominal,2024-01-17 06:22:00
-22.47143,117.19814,341.66,12.92,nominal,2024-01-17 06:22:00
-22.47264,117.19234,341.23,12.92,nominal,2024-01-17 06:22:00
-22.45303,117.2616,342.45,15.5,nominal,2024-01-17 06:22:00
-22.45688,117.24324,344.46,12.94,nominal,2024-01-17 06:22:00
-22.46662,117.19678,340.2,12.92,nominal,2024-01-17 06:22:00
-22.44818,117.26033,345.31,14.18,nominal,2024-01-17 06:22:00
-22.43148,117.19421,367.0,23.38,high,2024-01-17 06:22:00
-22.42662,117.19309,367.0,23.38,high,2024-01-17 06:22:00
-22.42782,117.18745,340.67,7.92,nominal,2024-01-17 06:22:00
-22.4525,116.81087,345.86,25.31,nominal,2024-01-17 06:22:00
-22.44887,116.80437,352.42,36.03,nominal,2024-01-17 06:22:00
-22.44413,116.80328,351.65,16.57,nominal,2024-01-17 06:22:00
-22.4394,116.80209,350.79,16.57,nominal,2024-01-17 06:22:00
-22.41344,116.80737,344.02,50.08,nominal,2024-01-17 06:22:00
-22.3699,116.87223,348.51,20.9,nominal,2024-01-17 06:22:00
-22.37215,116.86157,346.31,25.04,nominal,2024-01-17 06:22:00
-22.37326,116.8563,344.58,13.83,nominal,2024-01-17 06:22:00
-22.38132,116.81805,350.09,11.85,nominal,2024-01-17 06:22:00
-22.36511,116.87119,357.47,20.9,nominal,2024-01-17 06:22:00
-22.37659,116.81683,340.86,11.85,nominal,2024-01-17 06:22:00
-22.39042,116.72766,344.29,15.53,nominal,2024-01-17 06:22:00
-22.37527,116.77592,343.64,7.25,nominal,2024-01-17 06:22:00
-22.36988,116.87518,347.3,15.7,nominal,2024-01-17 06:22:00
-22.37314,116.85919,353.82,22.31,nominal,2024-01-17 06:22:00
-22.36509,116.87418,346.84,15.7,nominal,2024-01-17 06:22:00
-22.37732,116.81419,354.0,26.67,nominal,2024-01-17 06:22:00
-22.38943,116.73022,348.01,9.98,nominal,2024-01-17 06:22:00
-21.58495,120.24168,337.7,17.92,nominal,2024-01-17 06:22:00
-21.58705,120.23251,356.48,22.43,nominal,2024-01-17 06:22:00
-21.5881,120.22797,335.47,22.43,nominal,2024-01-17 06:22:00
-21.58599,120.23712,356.53,17.92,low,2024-01-17 06:22:00
-21.57797,120.24477,338.22,10.94,nominal,2024-01-17 06:22:00
-23.2874,114.74681,345.72,1.35,nominal,2024-01-17 06:22:00
-23.28817,114.74277,337.49,1.35,nominal,2024-01-17 06:22:00
-23.28251,114.74989,353.81,8.6,nominal,2024-01-17 06:22:00
-23.28329,114.74586,352.5,4.68,nominal,2024-01-17 06:22:00
-23.28406,114.74182,338.42,4.68,nominal,2024-01-17 06:22:00
-23.27917,114.74493,367.0,4.68,high,2024-01-17 06:22:00
-23.27839,114.74897,349.96,8.6,nominal,2024-01-17 06:22:00
-23.27995,114.74089,340.45,4.68,nominal,2024-01-17 06:22:00
-23.27428,114.74802,347.44,4.84,nominal,2024-01-17 06:22:00
-23.27506,114.74398,345.67,4.56,nominal,2024-01-17 06:22:00
-21.91022,120.96669,338.97,7.62,nominal,2024-01-17 06:22:00
-21.67651,121.90509,367.0,22.87,high,2024-01-17 06:22:00
-21.66636,121.9464,339.88,10.06,nominal,2024-01-17 06:22:00
-21.90534,120.95992,335.92,7.62,nominal,2024-01-17 06:22:00
-21.66135,121.93871,367.0,29.46,high,2024-01-17 06:22:00
-21.6628,121.93281,334.75,7.17,nominal,2024-01-17 06:22:00
-21.66425,121.92691,334.12,7.17,nominal,2024-01-17 06:22:00
-21.66715,121.91512,341.93,11.95,nominal,2024-01-17 06:22:00
-21.89324,120.98333,335.49,6.29,nominal,2024-01-17 06:22:00
-21.89445,120.97829,346.39,6.29,nominal,2024-01-17 06:22:00
-21.88839,120.97641,338.71,6.29,nominal,2024-01-17 06:22:00
-21.69591,121.68678,338.65,9.31,nominal,2024-01-17 06:22:00
-21.69732,121.68104,352.79,40.06,nominal,2024-01-17 06:22:00
-21.87372,120.95626,334.79,7.29,nominal,2024-01-17 06:22:00
-21.69235,121.67359,367.0,40.06,high,2024-01-17 06:22:00
-20.92137,118.94519,336.72,5.97,nominal,2024-01-17 06:24:00
-21.70934,117.88519,367.0,13.69,high,2024-01-17 06:24:00
-21.71008,117.88176,343.44,13.69,nominal,2024-01-17 06:24:00
-21.70189,117.89449,350.4,7.53,nominal,2024-01-17 06:24:00
-21.70264,117.89104,335.7,7.16,nominal,2024-01-17 06:24:00
-21.70416,117.88411,335.12,4.52,nominal,2024-01-17 06:24:00
-21.71313,117.88646,348.69,6.97,nominal,2024-01-17 06:24:00
-21.71385,117.88308,349.81,6.97,nominal,2024-01-17 06:24:00
-21.70796,117.88539,367.0,6.97,high,2024-01-17 06:24:00
-21.70575,117.8959,336.36,2.01,nominal,2024-01-17 06:24:00
-21.70648,117.89241,334.97,5.87,nominal,2024-01-17 06:24:00
-21.70869,117.88195,353.38,6.97,nominal,2024-01-17 06:24:00
-21.69843,117.87936,342.22,5.08,nominal,2024-01-17 06:24:00
-21.68306,117.90087,337.25,6.12,nominal,2024-01-17 06:24:00
-21.67865,117.89617,367.0,6.25,high,2024-01-17 06:24:00
-21.67793,117.89958,350.33,6.25,nominal,2024-01-17 06:24:00
-21.50409,118.07412,333.86,1.93,nominal,2024-01-17 06:24:00
-21.50478,118.07092,334.13,2.43,nominal,2024-01-17 06:24:00
-21.50836,117.95313,354.25,4.68,nominal,2024-01-17 06:24:00
-21.47443,118.08418,332.5,2.0,nominal,2024-01-17 06:24:00
-21.50324,117.9516,357.28,9.01,low,2024-01-17 06:24:00
-21.47361,118.06269,367.0,14.81,high,2024-01-17 06:24:00
-21.46926,118.08267,330.36,2.0,nominal,2024-01-17 06:24:00
-21.47,118.07927,330.89,2.0,nominal,2024-01-17 06:24:00
-21.47145,118.07263,346.55,7.52,nominal,2024-01-17 06:24:00
-21.47433,118.05938,352.2,14.81,nominal,2024-01-17 06:24:00
-21.49601,117.95979,331.7,2.37,nominal,2024-01-17 06:24:00
-21.48937,117.96525,342.4,4.04,nominal,2024-01-17 06:24:00
-21.48343,117.96746,338.74,8.14,nominal,2024-01-17 06:24:00
-21.48267,117.97095,358.25,8.14,low,2024-01-17 06:24:00
-21.47749,117.96964,342.08,4.8,nominal,2024-01-17 06:24:00
-21.45944,118.00213,332.11,1.39,nominal,2024-01-17 06:24:00
-21.46258,117.98782,331.81,1.23,nominal,2024-01-17 06:24:00
-21.47749,117.96842,343.67,4.87,nominal,2024-01-17 06:24:00
-21.45971,118.00086,331.16,1.94,nominal,2024-01-17 06:24:00
-21.02551,119.68807,340.47,6.6,nominal,2024-01-17 06:24:00
-21.07134,119.22161,358.58,12.29,nominal,2024-01-17 06:24:00
-21.07228,119.2175,331.9,7.54,nominal,2024-01-17 06:24:00
-21.06979,119.21939,367.0,12.75,high,2024-01-17 06:24:00
-21.06796,119.22766,337.71,9.42,nominal,2024-01-17 06:24:00
-21.0614,119.23043,344.03,9.22,nominal,2024-01-17 06:24:00
-21.04918,119.23188,367.0,17.85,high,2024-01-17 06:24:00
-21.04825,119.23606,352.64,19.3,nominal,2024-01-17 06:24:00
-21.02383,119.23869,352.07,11.55,nominal,2024-01-17 06:24:00
-21.02477,119.23452,343.26,7.29,nominal,2024-01-17 06:24:00
-21.0257,119.23035,345.75,7.29,nominal,2024-01-17 06:24:00
-20.91419,118.97697,341.57,5.23,nominal,2024-01-17 06:24:00
-20.92047,118.94915,352.48,5.97,nominal,2024-01-17 06:24:00
-20.92228,118.94116,335.85,7.46,nominal,2024-01-17 06:24:00
-20.92406,118.93327,335.61,3.45,nominal,2024-01-17 06:24:00
-20.92495,118.92934,343.99,3.45,nominal,2024-01-17 06:24:00
-20.91493,118.9477,340.6,5.97,nominal,2024-01-17 06:24:00
-20.91583,118.94374,349.52,5.97,nominal,2024-01-17 06:24:00
-20.91673,118.93977,339.66,7.46,nominal,2024-01-17 06:24:00
-20.91851,118.93188,334.15,3.45,nominal,2024-01-17 06:24:00
-20.927,118.93007,332.87,1.89,nominal,2024-01-17 06:24:00
-20.92787,118.92609,335.86,2.72,nominal,2024-01-17 06:24:00
-20.91713,118.94849,367.0,10.43,high,2024-01-17 06:24:00
-20.91102,118.97638,335.77,3.99,nominal,2024-01-17 06:24:00
-20.91799,118.94452,350.82,10.43,nominal,2024-01-17 06:24:00
-20.91887,118.94052,353.64,14.5,nominal,2024-01-17 06:24:00
-20.9206,118.93259,344.3,3.79,nominal,2024-01-17 06:24:00
-20.92146,118.92867,336.92,3.79,nominal,2024-01-17 06:24:00
-20.80351,119.0097,330.38,2.42,nominal,2024-01-17 06:24:00
-20.79791,119.00832,367.0,13.29,high,2024-01-17 06:24:00
-20.79882,119.00429,353.87,30.41,nominal,2024-01-17 06:24:00
-20.79141,119.01096,333.77,13.29,nominal,2024-01-17 06:24:00
-20.79232,119.00694,354.61,13.29,nominal,2024-01-17 06:24:00
-20.80104,119.0069,367.0,30.2,high,2024-01-17 06:24:00
-20.79545,119.0055,367.0,15.33,high,2024-01-17 06:24:00
-20.78631,119.02028,335.05,8.08,nominal,2024-01-17 06:24:00
-20.78719,119.01624,341.18,8.08,nominal,2024-01-17 06:24:00
-38.28368,178.24643,303.58,0.82,nominal,2024-01-17 12:36:00
-37.2047,174.72516,301.95,3.06,nominal,2024-01-17 12:36:00
-37.20282,174.71817,295.17,2.1,nominal,2024-01-17 12:36:00
-37.20465,174.72534,301.37,2.45,nominal,2024-01-17 12:36:00
-21.01686,164.68361,345.01,60.75,nominal,2024-01-17 14:12:00
-26.8813,151.45447,302.64,2.8,nominal,2024-01-17 14:14:00
-26.88231,151.45866,301.18,1.51,nominal,2024-01-17 14:14:00
-26.88783,151.45694,314.94,1.51,nominal,2024-01-17 14:14:00
-26.89234,151.45099,317.42,2.66,nominal,2024-01-17 14:14:00
-26.89337,151.45532,303.66,1.75,nominal,2024-01-17 14:14:00
-26.81036,150.42012,309.5,2.02,nominal,2024-01-17 14:14:00
-26.38983,149.72595,315.19,3.97,nominal,2024-01-17 14:14:00
-26.37346,149.7236,312.7,3.77,nominal,2024-01-17 14:14:00
-26.381,149.7271,305.8,3.3,nominal,2024-01-17 14:14:00
-26.38715,149.72527,320.64,4.13,nominal,2024-01-17 14:14:00
-26.38857,149.73076,321.11,4.13,nominal,2024-01-17 14:14:00
-25.64556,151.17181,299.76,0.81,nominal,2024-01-17 14:14:00
-25.52435,148.5444,298.18,1.67,nominal,2024-01-17 14:14:00
-25.5596,148.39868,303.76,1.44,nominal,2024-01-17 14:14:00
-25.56139,148.40546,296.19,1.44,nominal,2024-01-17 14:14:00
-25.56087,148.39842,305.22,4.05,nominal,2024-01-17 14:14:00
-26.37617,149.72429,308.64,3.23,nominal,2024-01-17 14:14:00
-26.38369,149.72787,319.19,3.97,nominal,2024-01-17 14:14:00
-26.39121,149.73146,317.69,4.63,nominal,2024-01-17 14:14:00
-23.56257,149.45769,319.31,3.89,nominal,2024-01-17 14:14:00
-23.57416,149.44736,296.9,1.17,nominal,2024-01-17 14:14:00
-23.56487,149.45584,309.41,3.22,nominal,2024-01-17 14:14:00
-23.56652,149.4622,300.74,2.02,nominal,2024-01-17 14:14:00
-23.58142,149.43732,306.85,2.23,nominal,2024-01-17 14:14:00
-23.58803,149.43539,310.38,2.23,nominal,2024-01-17 14:14:00
-25.26288,152.3401,303.93,0.76,nominal,2024-01-17 14:14:00
-25.64752,151.1738,299.2,1.09,nominal,2024-01-17 14:14:00
-37.20025,174.72008,299.11,2.59,nominal,2024-01-17 14:16:00
-34.446,150.88408,299.69,1.48,nominal,2024-01-17 14:16:00
-37.2069,174.72601,301.61,2.59,nominal,2024-01-17 14:16:00
-34.46042,150.87907,298.14,2.29,nominal,2024-01-17 14:16:00
-34.46199,150.88557,313.74,2.29,nominal,2024-01-17 14:16:00
-34.45404,150.87422,298.68,1.38,nominal,2024-01-17 14:16:00
-37.20673,174.71986,313.67,2.59,nominal,2024-01-17 14:16:00
-37.83252,144.78612,313.15,2.18,nominal,2024-01-17 14:18:00
-22.22592,147.9554,316.62,2.52,nominal,2024-01-17 15:54:00
-23.72378,147.40549,303.67,1.59,nominal,2024-01-17 15:54:00
-23.58868,149.43683,309.06,3.06,nominal,2024-01-17 15:54:00
-23.58855,149.4379,314.72,3.65,nominal,2024-01-17 15:54:00
-23.58276,149.43855,309.06,3.13,nominal,2024-01-17 15:54:00
-23.56726,149.46252,305.21,1.8,nominal,2024-01-17 15:54:00
-23.56688,149.4581,309.52,1.8,nominal,2024-01-17 15:54:00
-23.56109,149.45872,310.94,3.43,nominal,2024-01-17 15:54:00
-22.4861,146.09595,310.07,3.54,nominal,2024-01-17 15:54:00
-22.48667,146.10112,331.01,3.54,nominal,2024-01-17 15:54:00
-22.48204,146.1017,306.7,1.22,nominal,2024-01-17 15:54:00
-22.47798,146.10745,305.92,1.16,nominal,2024-01-17 15:54:00
-22.68019,148.32292,297.45,0.85,nominal,2024-01-17 15:54:00
-21.69149,147.98033,310.62,1.56,nominal,2024-01-17 15:54:00
-20.27073,146.86952,305.75,3.17,nominal,2024-01-17 15:54:00
-20.26801,146.87358,308.49,2.27,nominal,2024-01-17 15:54:00
-20.53545,147.77863,305.3,1.35,nominal,2024-01-17 15:54:00
-19.79736,140.17889,296.65,0.3,nominal,2024-01-17 15:54:00
-19.80069,140.17833,302.62,0.3,nominal,2024-01-17 15:54:00
-20.95832,146.66336,310.36,2.02,nominal,2024-01-17 15:54:00
-20.96123,146.68948,307.97,2.48,nominal,2024-01-17 15:54:00
-22.8263,125.71677,296.3,3.83,nominal,2024-01-17 15:56:00
-22.82505,125.71152,295.53,3.83,nominal,2024-01-17 15:56:00
-26.74274,152.12148,296.27,1.43,nominal,2024-01-17 15:56:00
-30.44361,136.85788,316.23,1.73,nominal,2024-01-17 15:56:00
-26.89157,151.45189,296.08,2.63,nominal,2024-01-17 15:56:00
-33.01529,137.59573,347.71,8.34,nominal,2024-01-17 15:58:00
-33.0005,137.5898,309.33,1.49,nominal,2024-01-17 15:58:00
-32.9965,137.58617,306.17,1.43,nominal,2024-01-17 15:58:00
-37.8325,144.79065,312.79,1.46,nominal,2024-01-17 15:58:00
-37.83226,144.78688,298.43,1.24,nominal,2024-01-17 15:58:00
-37.83481,144.78835,319.69,1.57,nominal,2024-01-17 15:58:00
-32.99311,137.58685,305.85,1.11,nominal,2024-01-17 15:58:00
-37.78464,144.72978,299.01,0.74,nominal,2024-01-17 15:58:00
-34.46242,150.88231,313.61,4.63,nominal,2024-01-17 15:58:00
-34.46174,150.88176,314.33,4.47,nominal,2024-01-17 15:58:00
-33.16827,138.01204,304.41,1.23,nominal,2024-01-17 15:58:00
-33.01583,137.59749,332.99,6.16,nominal,2024-01-17 15:58:00
-20.83103,119.03681,312.34,1.61,nominal,2024-01-17 17:36:00
-20.81745,119.02724,311.79,2.72,nominal,2024-01-17 17:36:00
-20.78035,115.44032,310.22,1.27,nominal,2024-01-17 17:36:00
-23.28729,114.74688,311.98,3.49,nominal,2024-01-17 17:36:00
-20.79169,115.44643,322.88,3.66,nominal,2024-01-17 17:36:00
-20.82367,119.01091,306.54,1.88,nominal,2024-01-17 17:36:00
-21.43409,114.06811,317.51,1.12,nominal,2024-01-17 17:36:00
-21.67836,121.63988,306.67,3.13,nominal,2024-01-17 17:36:00
-20.83197,119.04439,318.66,3.67,nominal,2024-01-17 17:36:00
-20.8315,119.0406,303.87,1.61,nominal,2024-01-17 17:36:00
-20.78677,119.01247,309.66,1.88,nominal,2024-01-17 17:36:00
-34.01043,115.54102,305.11,1.76,nominal,2024-01-17 17:38:00
-34.00978,115.53499,315.84,1.76,nominal,2024-01-17 17:38:00
-34.00913,115.52899,301.09,1.56,nominal,2024-01-17 17:38:00
-34.00716,115.54771,297.12,1.47,nominal,2024-01-17 17:38:00
-34.00586,115.53564,301.63,1.41,nominal,2024-01-17 17:38:00
-34.00387,115.5543,311.77,1.47,nominal,2024-01-17 17:38:00
-34.00323,115.54832,305.35,1.47,nominal,2024-01-17 17:38:00
-34.00258,115.54234,298.11,1.41,nominal,2024-01-17 17:38:00
-34.00193,115.53631,309.34,1.41,nominal,2024-01-17 17:38:00
-34.02169,115.56381,297.41,1.88,nominal,2024-01-17 17:38:00
-34.02101,115.55779,295.71,1.88,nominal,2024-01-17 17:38:00
-34.02033,115.55186,300.05,1.88,nominal,2024-01-17 17:38:00
-34.01965,115.54593,303.75,1.1,nominal,2024-01-17 17:38:00
-34.01777,115.56449,306.32,1.88,nominal,2024-01-17 17:38:00
-34.01709,115.55851,318.05,1.88,nominal,2024-01-17 17:38:00
-34.0164,115.55257,311.88,1.88,nominal,2024-01-17 17:38:00
-34.01573,115.54662,297.69,1.1,nominal,2024-01-17 17:38:00
-34.01367,115.52863,301.39,1.05,nominal,2024-01-17 17:38:00
-34.01385,115.56522,301.32,2.9,nominal,2024-01-17 17:38:00
-34.01112,115.54127,306.28,1.4,nominal,2024-01-17 17:38:00
-34.01043,115.53526,313.73,1.79,nominal,2024-01-17 17:38:00
-34.00975,115.52926,306.63,1.79,nominal,2024-01-17 17:38:00
